Name of District,Name of Province,Name of Division,Total Tehsils,Total Number of Settlements,Total Villages,Settlement_Index,Agriculture_Livestock_Index,Housing_Amenities_Index,Infrastructure_Services_Index,Education_Index,Health_Index,Recreation_Sports_Index,Social_Community_Index,Industry_Index,Credit_Finance_Index,Disaster_Resilience_Index
HARNAI DISTRICT,BALOCHISTAN,SIBI DIVISION,3,230,96,20.580387330012893,21.484961918390656,39.52209822852578,44.65805238999567,56.02323059650455,52.21352253722974,0.0,2.9900932093759205,3.149431764548845,86.41987980922818,61.85203195259539
KOHLU DISTRICT,BALOCHISTAN,SIBI DIVISION,5,929,197,34.99061506869189,21.771649965822014,0.0,0.0,0.0,0.0,0.3305627030566328,0.22023137512205979,0.6071912373700018,90.78779572276915,61.16894697728223
SIBI DISTRICT,BALOCHISTAN,SIBI DIVISION,4,344,159,28.142700249748426,26.791173521971317,27.564967170328792,35.15642987408224,44.46826520307101,37.538252417984815,10.324616308139863,0.7002877852054864,0.0,76.96061915410431,58.43786586800507
ZIARAT DISTRICT,BALOCHISTAN,SIBI DIVISION,2,232,91,20.38467508134336,16.14780927531403,37.230673543721906,43.83928682561789,59.72605031522288,57.16491409802544,5.345593214414006,2.039624102838388,0.0,52.92765883465766,64.73943448835828
BARKHAN DISTRICT,BALOCHISTAN,ZHOB DIVISION,1,612,132,16.969509918390337,27.784685381896463,38.43136605157217,39.148507145343245,49.91027293900957,43.97182368674248,4.698508461539928,1.0222927452327795,44.816677497284545,68.48492504438204,76.43205627152729
KILLA SAIFULLAH DISTRICT,BALOCHISTAN,ZHOB DIVISION,6,678,164,31.69562815344651,22.111983077423815,30.435023250347935,39.80565932699753,49.84146849944124,41.10277192027931,2.91519788367304,0.7871232615464426,1.1566281215906324,82.42492666970834,30.234634123179525
LORALAI DISTRICT,BALOCHISTAN,ZHOB DIVISION,3,600,177,27.209679181974174,28.66554279016096,29.454652032825035,36.66403611408438,48.07987148092082,38.130674014812236,5.319083679716103,14.36730662253139,2.466371718255187,66.21643859018235,49.96607738029122
DUKI DISTRICT,BALOCHISTAN,ZHOB DIVISION,1,371,87,18.973177932853407,26.04822743418122,24.314987868574846,34.2051537796702,46.03123311797619,38.87909257068783,0.32032163975105626,7.102749518413036,0.0,48.041947934311374,42.037190633058565
MUSAKHEL DISTRICT,BALOCHISTAN,ZHOB DIVISION,5,510,71,25.56566466773334,8.828322918466434,26.500805881862878,32.891634249963346,39.45205270583237,42.817983473890415,1.9446665609247633,1.1973142555208256,0.0,77.6103950510948,39.19312675083212
SHERANI DISTRICT,BALOCHISTAN,ZHOB DIVISION,1,607,179,22.49209176220295,22.27988178801657,36.47528871558895,26.844013217175945,38.323650355560595,29.074518183978682,2.550138870539032,1.1688590426486467,2.2774917291906456,100.0,24.043071609567754
ZHOB DISTRICT,BALOCHISTAN,ZHOB DIVISION,4,562,103,28.06103764063262,22.057917435886175,36.28671226788175,30.639308142661577,46.254761920467864,46.10203086236847,7.855112361061256,4.023365439069708,1.183716261876765,53.33702339191551,2.9449318951148853
BAJAUR DISTRICT,KHYBER PAKHTUNKHWA,MALAKAND DIVISION,7,3178,570,63.617382237589894,23.646425015338632,45.252385621531324,46.35204594868173,56.675582127861446,53.783661454402235,0.44173339358784924,0.3461363204051191,1.8975825387133878,79.55982409146301,35.21209746333164
KHYBER DISTRICT,KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,4,704,112,28.019579038659064,17.46701363736269,36.09369074043219,41.074779083828425,44.89641538195797,42.06613520581266,4.24608813307145,10.405969271221576,10.417633746241757,84.33718964555754,20.482563719219602
KURRAM DISTRICT,KHYBER PAKHTUNKHWA,KOHAT DIVISION,3,1211,304,34.61743627138911,11.65520806893182,46.65423691366236,40.510766185571605,54.96929467082467,47.53025675325501,8.448390504228717,2.569871946853515,5.921688347556657,83.85900443013935,40.12651161014212
MOHMAND DISTRICT,KHYBER PAKHTUNKHWA,PESHAWAR DIVISION,8,535,72,36.64222024956468,31.00328283192198,49.423217641023584,43.844668189658385,58.401694979176796,60.672497977780424,1.4059095328631062,1.1037413492051034,10.939142456130217,94.49619169607656,47.096271303534095
NORTH WAZIRISTAN DISTRICT,KHYBER PAKHTUNKHWA,BANNU DIVISION,9,491,168,39.64934276077871,16.860526117503642,30.97897346350038,19.792663864205526,48.12477563995647,14.58042863391355,6.2442097622460215,3.235841764093676,32.96330559030857,87.36754235278111,38.194082191338666
ORAKZAI DISTRICT,KHYBER PAKHTUNKHWA,KOHAT DIVISION,4,386,72,24.875734660482248,15.09145988204555,37.08853032857296,38.80824684259817,67.27891330298509,60.71128738104979,3.5204191694899816,6.2260264243277765,11.237196900791508,99.76498389256683,25.45587023127022
SOUTH WAZIRISTAN DISTRICT,KHYBER PAKHTUNKHWA,DERA ISMAIL KHAN DIVISION,8,926,372,44.96788990019533,11.109121568042104,30.276438945051474,27.94429296280128,46.141969179725464,21.904039308400442,3.6189964520553564,0.35699111580972226,1.3699066230637857,99.25573951675044,24.748832305871606
ISLAMABAD DISTRICT,ISLAMABAD CAPITAL TERRITORY,FEDERAL CAPITAL AREA,1,529,195,0.0,32.11297898486846,86.68188484667975,77.61933404575134,74.61662311791181,70.47594656440259,2.0220880748222894,22.352093335825987,22.970413433627417,74.53667935916948,0.0
BALTISTAN DISTRICT,GILGIT BALTISTAN,BALTISTAN DIVISION,1,373,73,18.077279644963834,12.469238426762796,50.277158877291924,52.00863794296622,58.092021162172124,63.06988682101476,35.157366620409455,52.73214482393761,14.756572261074858,0.0,25.38234527830196
GHANCHE DISTRICT,GILGIT BALTISTAN,BALTISTAN DIVISION,2,307,58,19.53247431798878,11.804735753314183,58.23471584221773,46.06431872574597,69.55899706366716,64.45279664294848,45.1847655018002,25.275485459159793,0.0,77.44577663142704,48.5141561794341
ASTORE DISTRICT,GILGIT BALTISTAN,ASTORE DIVISION,2,200,45,6.141708686163745,7.841366155413483,47.75836185962852,29.000637088072722,58.55373505200436,60.95752348349912,7.338594433233073,0.8459658405348276,0.0,95.03201246954856,14.013990996951181
DIAMIR DISTRICT,GILGIT BALTISTAN,ASTORE DIVISION,2,235,113,16.99810534453883,13.11075669132207,35.42755144116841,36.28926836757383,48.26066502580639,45.32109760691429,11.8771876908928,1.834692737442643,1.1601543691563994,90.45568634536963,21.030142888902745
GHIZER DISTRICT,GILGIT BALTISTAN,GILGIT DIVISION,3,377,105,22.489794741951695,20.92296714900531,73.04090354963262,47.849008536557385,72.79490797176896,63.73451524590239,14.480880010801739,49.664871591439876,29.674207369666583,95.3454977944328,36.57616498837202
GILGIT DISTRICT,GILGIT BALTISTAN,GILGIT DIVISION,1,139,53,10.20221494460816,28.327800153996957,69.16155265765588,60.48904299692316,76.9556567057806,71.03252775135684,25.273581857914923,36.663568005528255,34.51765259491012,64.40068412752905,29.230036104884817
HUNZA DISTRICT,GILGIT BALTISTAN,GILGIT DIVISION,2,132,46,12.548005163213178,18.95756566728486,63.42067995342238,56.07741122781357,73.17734731035003,70.32658696395768,100.0,100.0,14.36892922084356,55.04971066060943,31.577632572978338
KHARMANG DISTRICT,GILGIT BALTISTAN,BALTISTAN DIVISION,1,236,42,17.2445753993233,22.583521538112755,35.52900873508408,47.47054607951943,67.68421050040021,56.0066292065799,1.121275909468263,5.25648195512681,0.0,98.85421167521827,25.118826339759703
SHIGAR DISTRICT,GILGIT BALTISTAN,BALTISTAN DIVISION,1,208,57,17.127636125885708,21.676368792636787,39.341054118387895,40.174947262328246,59.32422773293511,34.761881726467806,0.8065317937149411,6.891015859219789,2.2592479843006643,92.82622516816227,44.81676596012552
BHIMBER DISTRICT,AZAD JAMMU AND KASHMIR,MIRPUR DIVISION,3,1219,210,29.93778844512567,29.762094262997657,74.98182835531951,63.92975809909991,75.24437525879857,70.20547906775519,6.941768757603055,3.7226414964624497,33.34624597145522,74.78565714255068,10.677348884652055
KOTLI DISTRICT,AZAD JAMMU AND KASHMIR,MIRPUR DIVISION,6,1292,227,36.65818435154847,22.29833181247458,73.75367704625924,58.86822497719948,75.54059940694943,68.45724919271646,9.956805601240672,3.673287200320161,6.4553758544548225,39.26338217009924,1.587428871601343
MIRPUR DISTRICT,AZAD JAMMU AND KASHMIR,MIRPUR DIVISION,2,897,244,22.141221300102977,33.58677866475347,81.1058292448568,77.80683105549203,70.54545717386638,67.94911481976038,4.147261197076197,3.412883964262856,12.599282972514667,89.89934800047543,35.34055037492336
HATTIAN BALA DISTRICT,AZAD JAMMU AND KASHMIR,MUZAFARABAD DIVISION,3,535,165,25.243201936725463,19.138321429918136,57.321101865748126,46.032884358117634,69.08819063455815,55.83172644078296,1.7301944114825023,1.5494846436477892,1.57045286713585,57.09809849214956,7.68886005433846
MUZAFFARABAD DISTRICT,AZAD JAMMU AND KASHMIR,MUZAFARABAD DIVISION,2,1760,400,35.41422614673974,20.081443945891625,66.1425503051834,55.10979984403449,70.25078419706423,60.020505351312906,2.752285616890975,3.006912319779041,0.5647610081604467,52.24223055376225,2.2793626087612866
NEELUM DISTRICT,AZAD JAMMU AND KASHMIR,MUZAFARABAD DIVISION,2,369,88,20.529941492819177,14.574933775142181,48.258558100635334,41.52757083057528,76.5072444031616,55.11837708526841,2.8898365755548028,5.607852137032964,0.0,83.859749685899,51.35225967338934
BAGH DISTRICT,AZAD JAMMU AND KASHMIR,RAWALAKOT DIVISION,3,739,140,24.83152827489685,14.826186346535774,71.51569629136785,56.84285877687971,80.62539153151019,67.1090974181793,9.882213207935575,23.963235443546647,0.0,19.683426684090616,7.4947951682867195
HAVELI DISTRICT,AZAD JAMMU AND KASHMIR,RAWALAKOT DIVISION,3,689,90,25.806265670042134,15.382097675810021,53.323555009894854,51.208828938124626,70.73812128681286,57.91138711329813,11.476030425562529,12.131439490101785,0.0,46.081523627114755,14.684789004606383
POONCH DISTRICT,AZAD JAMMU AND KASHMIR,RAWALAKOT DIVISION,4,912,134,25.051230793501855,18.7636643069031,75.49808970409757,60.48858333475244,78.95845334952386,63.06135721094457,10.40360725882657,21.314790368576045,4.323606673787907,58.603766526536404,2.3454729338890843
SUDHNOTI DISTRICT,AZAD JAMMU AND KASHMIR,RAWALAKOT DIVISION,4,380,61,23.694657893858782,16.188835347168062,65.00156444137912,50.513561523040494,85.48727969614175,64.99578943217716,1.6462399102108969,2.212174443999243,0.0,71.25949716955711,0.0
MALIR DISTRICT,SINDH,KARACHI DIVISION,5,568,53,17.965174236437583,37.41983292024521,66.32309755634964,77.02740530319326,72.85350436194508,60.562562596359925,15.828341448241051,78.42057518017025,67.3298516655959,59.67987120310133,11.932905945247517
KARACHI WEST DISTRICT,SINDH,KARACHI DIVISION,2,97,13,12.0456704709198,30.85236178579255,65.08693633224284,71.30740559879538,67.40928728711982,65.01498613084127,9.507191421842903,22.441957745644757,41.616033797793015,63.07862055697944,0.0
LAHORE DISTRICT,PUNJAB,LAHORE DIVISION,5,873,363,17.392647548380175,47.95304490078263,100.0,100.0,84.75766238671798,80.29787694840451,28.766758035276673,5.664039262098353,91.77202183794621,66.49141270517211,1.043091586859282
SOHBATPUR DISTRICT,BALOCHISTAN,NASIRABAD DIVISION,6,312,46,25.88269539980546,40.09347711743678,57.26313289963283,51.68886893802209,66.99481317309952,62.40316042360728,16.759330276435193,0.0,13.997514685341017,86.05525617117483,0.0
NAUSHAHRO FEROZE DISTRICT,SINDH,SHAHEED BENAZIRABAD DIVISION,5,1191,230,28.421129671422957,57.77709916023463,69.4539958844385,69.61930014177656,67.17080209860524,67.92137599573186,1.3374821539478101,3.1615477819123354,24.082319940240332,21.496034260716346,3.2707374161149327
NAGAR DISTRICT,GILGIT BALTISTAN,GILGIT DIVISION,1,160,39,16.378204785603362,5.812358367599552,69.18961968450841,54.8961703925727,73.65843846977336,68.4055964558541,10.990934786253634,60.684070437486795,30.25306316309697,70.47696477685297,27.719578664181892
KOHISTAN DISTRICT,KHYBER PAKHTUNKHWA,HAZARA DIVISION,4,1258,476,41.01928027502184,13.283844771109788,20.0700043787645,27.48299221250285,18.97907938778726,21.106529303225038,0.6726339897253215,0.5831605386469216,0.0,92.87637934952929,29.358243561576685
LOWER KOHISTAN,KHYBER PAKHTUNKHWA,HAZARA DIVISION,2,2473,414,41.70232207780041,15.047469340137761,34.876755228363855,34.825761384397055,22.305892146670026,35.30110590624263,0.9069755230446743,0.9340839608125269,6.920675238265077,76.80762207167378,39.59745069972706
KOLAI PALAS KOHISTAN,KHYBER PAKHTUNKHWA,HAZARA DIVISION,2,1508,513,38.88163631638745,0.0,16.58496922475394,23.986868713350372,25.28618979529434,24.012802801029014,0.9486766312054162,0.14341590533248869,0.0,89.98500693671564,27.086684041713742
